,ID,TERMS (PT-NPT),RELATIONS,PT,MT,code,domain_code,domain
336,4835,Bavaria,,,7211 regions of EU Member States,7211,72,72 geography
337,4835,Bavaria (Free State of),USE,Bavaria,7211 regions of EU Member States,7211,72,72 geography
338,5458,Belarus,,,7206 Europe,7206,72,72 geography
339,5458,Belarus,,,7236 political geography,7236,72,72 geography
340,5517,Belgian communities,,,7211 regions of EU Member States,7211,72,72 geography
341,4839,Belgium,,,7206 Europe,7206,72,72 geography
342,4839,Belgium,,,7231 economic geography,7231,72,72 geography
343,4839,Belgium,,,7236 political geography,7236,72,72 geography
344,4588,Belgo-Luxembourg Economic Union,,,7611 European organisations,7611,76,76 international organisations
345,3514,Belgrade Conference,USE,OSCE,7621 world organisations,7621,76,76 international organisations
346,4841,Belize,,,7216 America,7216,72,72 geography
347,4841,Belize,,,7231 economic geography,7231,72,72 geography
348,4841,Belize,,,7236 political geography,7236,72,72 geography
349,4844,Benelux,,,7611 European organisations,7611,76,76 international organisations
350,4844,Benelux Economic Union,USE,Benelux,7611 European organisations,7611,76,76 international organisations
351,4845,Benelux countries,,,7231 economic geography,7231,72,72 geography
352,4846,Benin,,,7221 Africa,7221,72,72 geography
353,4846,Benin,,,7231 economic geography,7231,72,72 geography
354,4847,Berlin,,,7211 regions of EU Member States,7211,72,72 geography
355,4847,Berlin (Land),USE,Berlin,7211 regions of EU Member States,7211,72,72 geography
356,4848,Bermuda,,,7216 America,7216,72,72 geography
357,4848,Bermuda,,,7241 overseas countries and territories,7241,72,72 geography
358,4862,Bhutan,,,7226 Asia and Oceania,7226,72,72 geography
359,4862,Bhutan,,,7231 economic geography,7231,72,72 geography
360,7397,Bible,USE,sacred text,2831 culture and religion,2831,28,28 social questions
361,8511,Bihor,,,7211 regions of EU Member States,7211,72,72 geography
362,5427,Bilbao Agency,USE,European Agency for Safety and Health at Work,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
363,4699,Bildschirmtext,USE,interactive videotex,3226 communications,3226,32,32 education and communications
364,448275,Bio-based Industries Joint Undertaking,USE,European Joint Undertaking,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
365,8512,Bistrita-Nasaud,,,7211 regions of EU Member States,7211,72,72 geography
366,5736,Black Sea,,,5211 natural environment,5211,52,52 environment
367,8333,Blagoevgrad region,,,7211 regions of EU Member States,7211,72,72 geography
368,7998,Blekinge county,,,7211 regions of EU Member States,7211,72,72 geography
369,c_4768a12e,Body of European Regulators for Electronic Communications,,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
370,4662,Bolivarian Republic of Venezuela,USE,Venezuela,7216 America,7216,72,72 geography
371,4662,Bolivarian Republic of Venezuela,USE,Venezuela,7231 economic geography,7231,72,72 geography
372,4662,Bolivarian Republic of Venezuela,USE,Venezuela,7236 political geography,7236,72,72 geography
373,5020,Bolivia,,,7216 America,7216,72,72 geography
374,5020,Bolivia,,,7231 economic geography,7231,72,72 geography
375,5020,Bolivia,,,7236 political geography,7236,72,72 geography
376,451912,"Bonaire, Saint Eustatius and Saba",,,7216 America,7216,72,72 geography
377,451912,"Bonaire, Saint Eustatius and Saba",,,7241 overseas countries and territories,7241,72,72 geography
378,5026,Borneo,,,7226 Asia and Oceania,7226,72,72 geography
379,5469,Bosnia and Herzegovina,,,7206 Europe,7206,72,72 geography
380,5469,Bosnia and Herzegovina,,,7231 economic geography,7231,72,72 geography
381,5469,Bosnia and Herzegovina,,,7236 political geography,7236,72,72 geography
382,5469,Bosnia-Herzegovina,USE,Bosnia and Herzegovina,7206 Europe,7206,72,72 geography
383,5469,Bosnia-Herzegovina,USE,Bosnia and Herzegovina,7231 economic geography,7231,72,72 geography
384,5469,Bosnia-Herzegovina,USE,Bosnia and Herzegovina,7236 political geography,7236,72,72 geography
385,8505,Botosani,,,7211 regions of EU Member States,7211,72,72 geography
386,5029,Botswana,,,7221 Africa,7221,72,72 geography
387,5029,Botswana,,,7231 economic geography,7231,72,72 geography
388,c_f2f1fb47,Bourgogne-Franche-Comté,,,7211 regions of EU Member States,7211,72,72 geography
389,5653,Boyash,USE,Roma,2821 social framework,2821,28,28 social questions
390,8528,Braila,,,7211 regions of EU Member States,7211,72,72 geography
391,5470,Brandenburg,,,7211 regions of EU Member States,7211,72,72 geography
392,5470,Brandenburg (Land),USE,Brandenburg,7211 regions of EU Member States,7211,72,72 geography
393,435,Brandt report,USE,North-South relations,0806 international affairs,0806,08,08 international relations
394,8500,Brasov,,,7211 regions of EU Member States,7211,72,72 geography
395,7830,Bratislava region,,,7211 regions of EU Member States,7211,72,72 geography
396,5040,Brazil,,,7216 America,7216,72,72 geography
397,5040,Brazil,,,7231 economic geography,7231,72,72 geography
398,5040,Brazil,,,7236 political geography,7236,72,72 geography
399,c_964c9649,"Brazil, Russia, India, China and South Africa",USE,BRICS countries,7231 economic geography,7231,72,72 geography
400,5039,Bremen,,,7211 regions of EU Member States,7211,72,72 geography
401,5039,Bremen (Free Hanseatic City of),USE,Bremen,7211 regions of EU Member States,7211,72,72 geography
402,1107,Bresse blue,USE,blue-veined cheese,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
403,1858,Bretton Woods,USE,Bretton Woods Agreement,2406 monetary relations,2406,24,24 finance
404,1858,Bretton Woods Agreement,,,2406 monetary relations,2406,24,24 finance
405,c_8a6f744c,Brexit,USE,withdrawal from the EU,1016 European construction,1016,10,1016 european construction
406,1106,Brie,USE,soft cheese,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
407,8371,British Antarctic Territory,,,7241 overseas countries and territories,7241,72,72 geography
408,25,British Commonwealth,USE,Commonwealth,7621 world organisations,7621,76,76 international organisations
409,25,British Community,USE,Commonwealth,7621 world organisations,7621,76,76 international organisations
410,4841,British Honduras,USE,Belize,7216 America,7216,72,72 geography
411,4841,British Honduras,USE,Belize,7231 economic geography,7231,72,72 geography
412,4841,British Honduras,USE,Belize,7236 political geography,7236,72,72 geography
413,8373,British Indian Ocean Territory,,,7226 Asia and Oceania,7226,72,72 geography
414,8373,British Indian Ocean Territory,,,7241 overseas countries and territories,7241,72,72 geography
415,1299,British Virgin Islands,,,7216 America,7216,72,72 geography
416,1299,British Virgin Islands,,,7241 overseas countries and territories,7241,72,72 geography
417,2024,British West Indies,,,7216 America,7216,72,72 geography
418,3778,British overseas countries and territories,USE,United Kingdom OCT,7241 overseas countries and territories,7241,72,72 geography
419,5041,Brittany,,,7211 regions of EU Member States,7211,72,72 geography
420,5049,Brunei,,,7226 Asia and Oceania,7226,72,72 geography
421,5049,Brunei,,,7231 economic geography,7231,72,72 geography
422,5049,Brunei Darussalam,USE,Brunei,7226 Asia and Oceania,7226,72,72 geography
423,5049,Brunei Darussalam,USE,Brunei,7231 economic geography,7231,72,72 geography
424,3039,Brussels region,,,7211 regions of EU Member States,7211,72,72 geography
425,1604,Brussels sprout,USE,leaf vegetable,6006 plant product,6006,60,60 agri-foodstuffs
426,2069,Brussels tariff nomenclature,USE,tariff nomenclature,2011 tariff policy,2011,20,20 trade
427,3039,Brussels-capital region,USE,Brussels region,7211 regions of EU Member States,7211,72,72 geography
428,8490,Bucarest,USE,Bucharest — Ilfov,7211 regions of EU Member States,7211,72,72 geography
429,8490,Bucharest — Ilfov,,,7211 regions of EU Member States,7211,72,72 geography
430,5030,Buddhism,,,2831 culture and religion,2831,28,28 social questions
431,7339,Buddhist,,,2821 social framework,2821,28,28 social questions
432,6730,Buddhist law,,,1206 sources and branches of the law,1206,12,12 law
433,5063,Bulgaria,,,7206 Europe,7206,72,72 geography
434,5063,Bulgaria,,,7231 economic geography,7231,72,72 geography
435,5063,Bulgaria,,,7236 political geography,7236,72,72 geography
436,1579,Bundesland,USE,Federation State,0406 political framework,0406,04,04 politics
437,4174,Bureau of the EP,,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
438,8329,Burgas region,,,7211 regions of EU Member States,7211,72,72 geography
439,6196,Burgenland,,,7211 regions of EU Member States,7211,72,72 geography
440,5032,Burgundy,,,7211 regions of EU Member States,7211,72,72 geography
441,1236,Burkina Faso,,,7221 Africa,7221,72,72 geography
442,1236,Burkina Faso,,,7231 economic geography,7231,72,72 geography
443,4966,Burma,USE,Burma/Myanmar,7226 Asia and Oceania,7226,72,72 geography
444,4966,Burma,USE,Burma/Myanmar,7231 economic geography,7231,72,72 geography
445,4966,Burma/Myanmar,,,7226 Asia and Oceania,7226,72,72 geography
446,4966,Burma/Myanmar,,,7231 economic geography,7231,72,72 geography
447,5072,Burundi,,,7221 Africa,7221,72,72 geography
448,5072,Burundi,,,7231 economic geography,7231,72,72 geography
449,215,Business Cooperation Centre,USE,inter-company cooperation,4006 business organisation,4006,40,40 business and competition
450,6148,BusinessEurope,,,7611 European organisations,7611,76,76 international organisations
451,6148,BusinessEurope,,,7626 non-governmental organisations,7626,76,76 international organisations
452,8529,Buzau,,,7211 regions of EU Member States,7211,72,72 geography
453,6337,CABEI,USE,Central American Bank for Economic Integration,7616 extra-European organisations,7616,76,76 international organisations
454,4586,CACEU,USE,Central African Economic and Monetary Community,7616 extra-European organisations,7616,76,76 international organisations
455,3727,CACM,USE,Central American Common Market,7616 extra-European organisations,7616,76,76 international organisations
456,1844,CACM countries,,,7231 economic geography,7231,72,72 geography
457,5520,CAD,USE,computer assisted design,3236 information technology and data processing,3236,32,32 education and communications
458,4587,CAEEU countries,USE,CAEMC countries,7231 economic geography,7231,72,72 geography
459,4586,CAEMC,USE,Central African Economic and Monetary Community,7616 extra-European organisations,7616,76,76 international organisations
460,4587,CAEMC countries,,,7231 economic geography,7231,72,72 geography
461,8370,CAEU,USE,Council of Arab Economic Unity,7616 extra-European organisations,7616,76,76 international organisations
462,8369,CAEU countries,,,7231 economic geography,7231,72,72 geography
463,2116,CAIS,USE,Central American Integration System,7616 extra-European organisations,7616,76,76 international organisations
464,2117,CAIS countries,,,7231 economic geography,7231,72,72 geography
465,4586,CAMU,USE,Central African Economic and Monetary Community,7616 extra-European organisations,7616,76,76 international organisations
466,2443,CAP,USE,common agricultural policy,5606 agricultural policy,5606,56,"56 agriculture, forestry and fisheries"
467,5320,CB,USE,waveband,3226 communications,3226,32,32 education and communications
468,8396,CBSS,USE,Council of the Baltic Sea States,7611 European organisations,7611,76,76 international organisations
469,118,CCC,USE,Council for Cultural Cooperation,7611 European organisations,7611,76,76 international organisations
470,6129,CCC,USE,World Customs Organisation,7621 world organisations,7621,76,76 international organisations
